time,longitude,latitude,altitude_1,speed_1
1441139475,-86.8157231,36.1703361,134,5.6
1441139480,-86.8152759,36.1703605,135,9
1441139485,-86.8147313,36.1704333,136,10.8
1441139490,-86.8143005,36.1704909,134,5.1
1441139495,-86.8140912,36.1705198,134,4.6
1441139500,-86.8136708,36.1705787,134,9
1441139505,-86.8131204,36.1706513,133,9.9
1441139510,-86.8124868,36.1707289,132,10.7
1441139515,-86.8118924,36.1708042,132,10.9
1441139520,-86.8113472,36.1708736,133,10.6
1441139525,-86.8107075,36.1709555,134,10.1
1441139530,-86.8102069,36.1710198,135,6.9
1441139535,-86.8099462,36.1710467,135,4.2
1441139540,-86.8098544,36.1706516,136,8.6
1441139545,-86.8098032,36.1703141,137,10
1441139550,-86.8097114,36.1697019,137,11.2
1441139555,-86.8096641,36.1694437,135,7.2
1441139560,-86.8096275,36.1692437,135,1.3
1441139565,-86.8096262,36.1692365,134,0
1441139570,-86.8096261,36.1692358,134,0
1441139575,-86.8096261,36.1692358,134,1.4
1441139580,-86.8093113,36.1691385,139,6.9
1441139585,-86.8088205,36.16917,141,9.1
1441139590,-86.8084134,36.1692054,142,9
1441139595,-86.8079824,36.1692564,143,6.8
1441139600,-86.8077678,36.1692666,144,1.2
1441139605,-86.8077467,36.1692688,144,0.2
1441139610,-86.8076668,36.1692886,145,3.3
1441139615,-86.8073236,36.1693279,146,7.1
1441139620,-86.8068924,36.1694304,148,8
1441139625,-86.8063794,36.1695247,149,9.3
1441139630,-86.8058124,36.1696257,151,10.1
1441139635,-86.805333,36.1697425,151,8.8
1441139640,-86.8048625,36.1698579,151,5.8
1441139645,-86.8046156,36.169934,151,4.4
1441139650,-86.8045275,36.1698219,151,4.1
1441139655,-86.8044193,36.1696637,151,3
1441139660,-86.8043501,36.1696329,151,2.4
1441139665,-86.8043348,36.1697538,151,2.4
1441139670,-86.8044983,36.1697792,151,2.5
1441139675,-86.8043681,36.1699829,151,1.5
1441139680,-86.8043893,36.170018,150,0.2
1441139685,-86.804385,36.1699963,151,0.2
1441139690,-86.8043823,36.1699897,151,0.2
1441139695,-86.8043911,36.1699671,152,0.3
1441139700,-86.8043974,36.1699378,152,0.4
1441139705,-86.8043637,36.1699399,152,0.2
1441139710,-86.8043576,36.1699414,152,0.2
1441139715,-86.804359,36.1699411,151,0
1441139720,-86.8043583,36.1699412,152,0
1441139725,-86.804357,36.1699416,152,0
1441139730,-86.8043582,36.1699413,151,0.2
1441139735,-86.8043603,36.1699408,152,0
1441139740,-86.8043587,36.1699411,152,0
1441139745,-86.8043775,36.1699366,151,0
1441139750,-86.8043818,36.1699356,151,0.2
1441139755,-86.8043866,36.1699344,151,0
